class,rank,num_true,num_models,acc_percent,image_path
pill_bottle,3466,854,1023,83.480,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/3d375c0c83dc4c1.png"
pill_bottle,3088,891,1023,87.097,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/74101ec19137407.png"
pill_bottle,7458,388,1023,37.928,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/9345e10bef6e430.png"
pill_bottle,394,1021,1023,99.804,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/fda26473a0074ee.png"
pill_bottle,91,1023,1023,100.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/7cee048e038542e.png"
pill_bottle,1830,973,1023,95.112,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/4e36b1b12b2541f.png"
pill_bottle,530,1019,1023,99.609,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/1acab2d1412e4ef.png"
pill_bottle,1414,993,1023,97.067,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/173ad192ed9a4f1.png"
pill_bottle,2889,906,1023,88.563,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/9ea76b07d2ed4a2.png"
pill_bottle,8954,235,1023,22.972,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/f9012bbe2960450.png"
pill_bottle,3203,881,1023,86.119,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/6e056fd9b0634f7.png"
pill_bottle,8709,258,1023,25.220,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/897f945f00e44f9.png"
pill_bottle,2778,914,1023,89.345,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/083e37f712a4411.png"
pill_bottle,99,1023,1023,100.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/910bcc105c3e4bb.png"
pill_bottle,9722,174,1023,17.009,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/1e4320cfd76c40f.png"
pill_bottle,2716,919,1023,89.834,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/fdb6bb5ee05a400.png"
pill_bottle,6472,506,1023,49.462,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/56288890885d4a0.png"
pill_bottle,8811,249,1023,24.340,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/3a9bff4cebfd444.png"
pill_bottle,809,1013,1023,99.022,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/67153c433c6f44c.png"
pill_bottle,1547,987,1023,96.481,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/22cc0414d6364b8.png"
pill_bottle,8759,254,1023,24.829,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/834d6e8f0559410.png"
pill_bottle,13734,21,1023,2.053,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/4bec2dfa5df54da.png"
pill_bottle,2140,956,1023,93.451,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/0332a175304e425.png"
pill_bottle,6756,472,1023,46.139,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/534f32fe0ea0426.png"
pill_bottle,2082,960,1023,93.842,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/d60fc992c52f42d.png"
pill_bottle,3119,888,1023,86.804,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/c0424993de76403.png"
pill_bottle,8600,269,1023,26.295,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/8e4d47c04d1b428.png"
pill_bottle,4079,791,1023,77.322,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/3cc96871ff6c48c.png"
pill_bottle,13289,29,1023,2.835,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/41ef7536e3aa469.png"
pill_bottle,10458,127,1023,12.414,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/pill_bottle/113cec64f35b445.png"
wok,10710,114,1023,11.144,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/77698bb9abe34f0.png"
wok,10162,145,1023,14.174,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/f52bbd66822a4e0.png"
wok,16344,1,1023,0.098,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/76fc7137bea5441.png"
wok,5317,647,1023,63.245,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/c5dcaae3aa0e4a9.png"
wok,6557,495,1023,48.387,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/9c565e0879ca440.png"
wok,13875,18,1023,1.760,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/ff88dd9c33ac499.png"
wok,7759,353,1023,34.506,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/effc25a8c85b479.png"
wok,388,1021,1023,99.804,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/a6c8e3cd3d82466.png"
wok,8287,300,1023,29.326,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/d2dc594e28ed42f.png"
wok,12603,44,1023,4.301,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/a1ec551a23ef48e.png"
wok,15775,2,1023,0.196,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/ffcedb7c32d245d.png"
wok,6205,540,1023,52.786,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/e3b8f417f050454.png"
wok,9958,157,1023,15.347,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/b521cc48dc02429.png"
wok,12470,48,1023,4.692,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/7580338bddd7478.png"
wok,9995,155,1023,15.152,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/70b394606e2d4b0.png"
wok,9322,205,1023,20.039,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/44451c3298494e1.png"
wok,14708,9,1023,0.880,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/583fa5d972e9489.png"
wok,14918,7,1023,0.684,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/ff63a90c5324411.png"
wok,3742,827,1023,80.841,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/7d90df04786a42f.png"
wok,13462,25,1023,2.444,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/8b23a2bb11b9442.png"
wok,13539,24,1023,2.346,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/c027b240ede7475.png"
wok,8743,255,1023,24.927,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/5c6d8a1d46bd4e2.png"
wok,3725,829,1023,81.036,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/d12e29d1aa10498.png"
wok,10181,144,1023,14.076,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/14cf550a8cbb4b0.png"
wok,15600,3,1023,0.293,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/bddc2ff4018544b.png"
wok,5753,592,1023,57.869,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/a932052d89b448e.png"
wok,7099,431,1023,42.131,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/2f945a8057cc462.png"
wok,255,1022,1023,99.902,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/c74e9e26757e47d.png"
wok,8840,246,1023,24.047,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/e02280bd28bb411.png"
wok,14887,7,1023,0.684,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/bacbfefdf2ff40f.png"
wok,9654,179,1023,17.498,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/c200dbc7590e468.png"
wok,8250,304,1023,29.717,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/810177b89043435.png"
wok,3311,869,1023,84.946,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/d5796f873de74f7.png"
wok,5047,678,1023,66.276,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/00e283268a1b486.png"
wok,41,1023,1023,100.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/a8cdb90d649b4fd.png"
wok,918,1010,1023,98.729,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/55c7b58a6bd9426.png"
wok,10555,121,1023,11.828,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/46c9bacfa4c0470.png"
wok,6519,500,1023,48.876,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4a51668babc14f1.png"
wok,8513,278,1023,27.175,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/44514b7cfa10443.png"
wok,11937,64,1023,6.256,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/efc989540972481.png"
wok,5388,638,1023,62.366,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/a6d0b0585f2e49c.png"
wok,10920,104,1023,10.166,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/c57dcc7d95fe457.png"
wok,10728,113,1023,11.046,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4f08e0d4cac5449.png"
wok,10792,110,1023,10.753,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/9f0edb973041435.png"
wok,12965,35,1023,3.421,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/0ca0b45a41de48a.png"
wok,9467,192,1023,18.768,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/be04ef45f8c4402.png"
wok,12326,52,1023,5.083,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/655bbe32b4494d1.png"
wok,10066,151,1023,14.761,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/d12a31df5f97459.png"
wok,7447,390,1023,38.123,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/5c09857354054ac.png"
wok,1815,974,1023,95.210,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/a07861dbbb7c45a.png"
wok,10267,138,1023,13.490,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/821e60c92106444.png"
wok,17243,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/e18b594a21e8490.png"
wok,5141,668,1023,65.298,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/9346a841c821414.png"
wok,11628,74,1023,7.234,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/175f44604145439.png"
wok,11267,89,1023,8.700,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/596d57432f394d0.png"
wok,13921,18,1023,1.760,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/e3f5e0b8092044e.png"
wok,14758,8,1023,0.782,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/1638f5c520194a2.png"
wok,2159,955,1023,93.353,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/44691aa6a71f457.png"
wok,17712,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/81dc46eeee3445f.png"
wok,6327,526,1023,51.417,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/d3d83c7c050e4d5.png"
wok,8456,282,1023,27.566,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/2649481d47664e8.png"
wok,18106,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/1e9c8e305c4f42b.png"
wok,2623,926,1023,90.518,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/e54feee41b32494.png"
wok,14779,8,1023,0.782,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/780a92c29a1948a.png"
wok,3057,893,1023,87.292,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/20a31b51a4724d1.png"
wok,12687,42,1023,4.106,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/99542335120243e.png"
wok,7807,348,1023,34.018,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/f0090f03e177466.png"
wok,2541,931,1023,91.007,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4a8d62c16966425.png"
wok,7718,356,1023,34.800,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/3ba129657ad1421.png"
wok,12531,46,1023,4.497,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/45d8af31d14141f.png"
wok,9641,180,1023,17.595,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/01b082ccef204b9.png"
wok,8559,273,1023,26.686,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/856c19eb64f6467.png"
wok,2497,933,1023,91.202,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/003f63c3aa8c4d2.png"
wok,18244,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/935c6334d5c9412.png"
wok,6980,444,1023,43.402,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/ba395b3181ce4f6.png"
wok,2702,920,1023,89.932,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4913f94092cd4fd.png"
wok,2781,913,1023,89.247,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/9ddf5604a0e24f8.png"
wok,2891,906,1023,88.563,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/c07cd344db654c6.png"
wok,13787,20,1023,1.955,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/1ecc45f26a94403.png"
wok,1665,981,1023,95.894,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/d4952b1f7d5944d.png"
wok,7970,331,1023,32.356,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/e146dc4ef206449.png"
wok,12754,40,1023,3.910,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/f5a3abc406ba44f.png"
wok,6040,558,1023,54.545,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4b77df85baee464.png"
wok,7139,426,1023,41.642,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4b6d66835d5c4e9.png"
wok,3467,854,1023,83.480,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/09042b6c487f4a1.png"
wok,5270,651,1023,63.636,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/b925c0620c1e42b.png"
wok,18283,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/2848a0a25274423.png"
wok,11768,69,1023,6.745,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/621e5103c1674d4.png"
wok,14435,11,1023,1.075,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/1d6af8e3e1444af.png"
wok,10901,105,1023,10.264,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/d3eac327ce0b41e.png"
wok,7167,423,1023,41.349,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/84111f076eac4e8.png"
wok,1811,974,1023,95.210,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/88b6d5ad714e412.png"
wok,15546,3,1023,0.293,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/af5a77c6b02e487.png"
wok,4094,790,1023,77.224,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/7b8feb3dd8d0468.png"
wok,5747,593,1023,57.967,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/9229ae64ac5047a.png"
wok,13500,25,1023,2.444,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/89efa90eb7d44e2.png"
wok,14339,12,1023,1.173,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/11236027e49b4e2.png"
wok,6783,470,1023,45.943,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/33bc8c303b7c44a.png"
wok,12454,48,1023,4.692,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4c2d48f5cb1949d.png"
wok,12791,39,1023,3.812,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/8929013cfe47415.png"
wok,8563,273,1023,26.686,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/15730553e1a1475.png"
wok,1078,1005,1023,98.240,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/f4cc37ac90dd4d5.png"
wok,3248,876,1023,85.630,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/30116298343b40d.png"
wok,4584,735,1023,71.848,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/b6fb5a94fe0e40a.png"
wok,3030,896,1023,87.586,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/e6ff98fcd85748e.png"
wok,1629,983,1023,96.090,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/4fe9fcbda24d47e.png"
wok,11592,76,1023,7.429,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/c4278a30ed6748a.png"
wok,9158,218,1023,21.310,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/2d8f6d65e9c24d3.png"
wok,4560,738,1023,72.141,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/7490daf7f576452.png"
wok,5555,617,1023,60.313,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/526cc0aa47a4405.png"
wok,5804,585,1023,57.185,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/1daa138510a0484.png"
wok,9002,230,1023,22.483,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/98606482adab433.png"
wok,2421,938,1023,91.691,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/wok/076306a45ab8490.png"
